topic,publication_id,title,url,authors
ai-and-sociology,PB:397063856,The Epistemic Advantage of the Periphery: A Self-socioanalysis of Academic Habitus in the European Scientific Field,https://www.researchgate.net/publication/397063856_The_Epistemic_Advantage_of_the_Periphery_A_Self-socioanalysis_of_Academic_Habitus_in_the_European_Scientific_Field,['Sandro Serpa']
ai-and-sociology,PB:392368553,Business Intelligence Systems and Organization Performance the Role of Competitive Advantage as a Mediator Variable,https://www.researchgate.net/publication/392368553_BUSINESS_INTELLIGENCE_SYSTEMS_AND_ORGANIZATION_PERFORMANCE_THE_ROLE_OF_COMPETITIVE_ADVANTAGE_AS_A_MEDIATOR_VARIABLE,"['Dr Wasef Al Majali', 'Fawwaz Tawfiq Awamleh', 'Yousef Ahmad Alarabiat', 'Mohammad Tawalbeh']"
ai-and-sociology,PB:392437484,"Determinants of Individual Performance of Professional Village Facilitators: The Mediation of Innovative Work Behavior and Moderation of Work-Life Balance in Kediri Regency, Indonesia",https://www.researchgate.net/publication/392437484_Determinants_of_Individual_Performance_of_Professional_Village_Facilitators_The_Mediation_of_Innovative_Work_Behavior_and_Moderation_of_Work-Life_Balance_in_Kediri_Regency_Indonesia,"['Udik Jatmiko', 'Pribadiyono', 'Suhermin']"
ai-and-sociology,PB:392458031,Economic Assessment of Energy Security of the Regions of Kazakhstan,https://www.researchgate.net/publication/392458031_Economic_Assessment_of_Energy_Security_of_the_Regions_of_Kazakhstan,"['Arys Nurgaliuly', 'Sholpan Smagulova']"
ai-and-sociology,PB:392365125,The Effect of Implementing AI on Job Burnout Through the Mediating Role of Work-Life Balance in the Context of HRM,https://www.researchgate.net/publication/392365125_THE_EFFECT_OF_IMPLEMENTING_AI_ON_JOB_BURNOUT_THROUGH_THE_MEDIATING_ROLE_OF_WORK-LIFE_BALANCE_IN_THE_CONTEXT_OF_HRM,"['Ahmad Nader Aloqaily', 'Esraa Farid Qawasmeh', 'Jawad Tawalbeh']"
ai-and-sociology,PB:391207384,"The Transformative Impact of Artificial Intelligence (AI) on Organisational Behaviour (OB): A Study of Employee Engagement, Performance, and Ethical Implications",https://www.researchgate.net/publication/391207384_The_Transformative_Impact_of_Artificial_Intelligence_AI_on_Organisational_Behaviour_OB_A_Study_of_Employee_Engagement_Performance_and_Ethical_Implications,"['Karamath Ateeq', 'Nidhi Oswal', 'Adnan Khalid Jawabri', 'Turki Fahed Al Masaeid', 'Rachid Alami']"
ai-and-sociology,PB:382444157,Towards ‘augmented sociology’? A practice-oriented framework for using large language model-powered chatbots,,[]
ai-and-sociology,PB:395547628,Virtually Shamans: An Anthropological Perspective on AI Chatbots,https://www.researchgate.net/publication/395547628_Virtually_Shamans_An_Anthropological_Perspective_on_AI_Chatbots,"['Mark Friis Hau', 'Jakob Krause‐Jensen']"
ai-and-sociology,PB:390959724,Intelligent Interaction Strategies for Context-Aware Cognitive Augmentation,https://www.researchgate.net/publication/390959724_Intelligent_Interaction_Strategies_for_Context-Aware_Cognitive_Augmentation,"['Xiangrong', 'Zhu', 'Yuan Xu', 'Tianjian Liu', 'Xin Tong']"
ai-and-sociology,PB:389439017,Machine-assisted quantitizing designs: augmenting humanities and social sciences with artificial intelligence,https://www.researchgate.net/publication/389439017_Machine-assisted_quantitizing_designs_augmenting_humanities_and_social_sciences_with_artificial_intelligence,['Andres Karjus']
ai-and-sociology,PB:389180481,“Conversing” With Qualitative Data: Enhancing Qualitative Research Through Large Language Models (LLMs),https://www.researchgate.net/publication/389180481_Conversing_With_Qualitative_Data_Enhancing_Qualitative_Research_Through_Large_Language_Models_LLMs,['Adam S. Hayes']
ai-and-sociology,PB:397307012,Qualitative research with LLM chatbots: Technological reflexivity for interpretative technology,https://www.researchgate.net/publication/397307012_Qualitative_research_with_LLM_chatbots_Technological_reflexivity_for_interpretative_technology,"['Elida Izani Ibrahim', 'Andrea Voyer']"
ai-and-sociology,PB:395923749,AI and narrative revival? The story of working with a Chatbot on the secondary analysis of German-Polish borderland interviews and insights for qualitative sociology on the verge of a socio-technical transformation,https://www.researchgate.net/publication/395923749_AI_and_narrative_revival_The_story_of_working_with_a_Chatbot_on_the_secondary_analysis_of_German-Polish_borderland_interviews_and_insights_for_qualitative_sociology_on_the_verge_of_a_socio-technical_t,['Maciej Frąckowiak']
ai-and-sociology,PB:391308692,Toward an Austro‐Libertarian Sociology,,[]
ai-and-sociology,PB:395030572,The Road to Serfdom Framework: Hayek’s Critique of France’s Centralized Response to the COVID-19 Pandemic,https://www.researchgate.net/publication/395030572_The_Road_to_Serfdom_Framework_Hayek's_Critique_of_France's_Centralized_Response_to_the_COVID-19_Pandemic,['Alexis Semanne']
ai-and-sociology,PB:394486672,State Primary Socialization Indoctrination: A Libertarian Critique of Youth Digital Regulation,https://www.researchgate.net/publication/394486672_State_Primary_Socialization_Indoctrination_A_Libertarian_Critique_of_Youth_Digital_Regulation,['Alexis Semanne']
ai-and-sociology,PB:397470866,Small businesses under siege: Austrian perspectives on COVID-19 regulations and their impact on SMEs in France,https://www.researchgate.net/publication/397470866_Small_businesses_under_siege_Austrian_perspectives_on_COVID-19_regulations_and_their_impact_on_SMEs_in_France,['Alexis Semanne']
ai-and-sociology,PB:396278405,Beyond David Graeber: How state intervention creates ‘bullshit jobs’,https://www.researchgate.net/publication/396278405_Beyond_David_Graeber_How_state_intervention_creates_'bullshit_jobs',['Alexis Semanne']
ai-and-sociology,PB:393978594,The Seen and Unseen of COVID-19 Interventionism in France: An Austrian Economic Critique of Labor Market Distortions,https://www.researchgate.net/publication/393978594_The_Seen_and_Unseen_of_COVID-19_Interventionism_in_France_An_Austrian_Economic_Critique_of_Labor_Market_Distortions,['Alexis Semanne']
ai-and-sociology,PB:389815745,The Crucial Role of Sociology in AI and Economic Development,,[]
ai-and-sociology,PB:395115138,The Future Of Enterprise Growth in Greece -Mobile Apps and Online Banking,https://www.researchgate.net/publication/395115138_The_Future_Of_Enterprise_Growth_in_Greece_-Mobile_Apps_and_Online_Banking,['Constantinos Challoumis - Κωνσταντίνος Χαλλουμής']
ai-and-sociology,PB:395115123,Understanding The Digital Shift -Why Enterprises Are Embracing Mobile Technology,https://www.researchgate.net/publication/395115123_Understanding_The_Digital_Shift_-Why_Enterprises_Are_Embracing_Mobile_Technology,['Constantinos Challoumis - Κωνσταντίνος Χαλλουμής']
ai-and-sociology,PB:395115038,Benefits of Integrating Mobile Banking into Business Operations,https://www.researchgate.net/publication/395115038_Benefits_of_Integrating_Mobile_Banking_into_Business_Operations,['Constantinos Challoumis - Κωνσταντίνος Χαλλουμής']
ai-and-sociology,PB:395114955,Top Challenges and Opportunities in Mobile Application Adoption for Business,https://www.researchgate.net/publication/395114955_Top_Challenges_and_Opportunities_in_Mobile_Application_Adoption_for_Business,['Constantinos Challoumis - Κωνσταντίνος Χαλλουμής']
ai-and-sociology,PB:396907324,"AI, Explainable AI and Evaluative AI: Informed Data-Driven Decision-Making in Education",,[]
ai-and-sociology,PB:396907135,LLMs for Explainable Artificial Intelligence: Automating Natural Language Explanations of Predictive Analytics Models,https://www.researchgate.net/publication/396907135_LLMs_for_Explainable_Artificial_Intelligence_Automating_Natural_Language_Explanations_of_Predictive_Analytics_Models,"['Sonsoles López-Pernas', 'Yige Song', 'Eduardo Araujo Oliveira', 'Mohammed Saqr']"
ai-and-sociology,PB:396899925,An Introduction to Large Language Models in Education,https://www.researchgate.net/publication/396899925_An_Introduction_to_Large_Language_Models_in_Education,"['Eduardo Araujo Oliveira', 'Yige Song', 'Mohammed Saqr', 'Sonsoles López-Pernas']"
ai-and-sociology,PB:396917073,Automating Individualized Machine Learning and AI Prediction Using AutoML: The Case of Idiographic Predictions,https://www.researchgate.net/publication/396917073_Automating_Individualized_Machine_Learning_and_AI_Prediction_Using_AutoML_The_Case_of_Idiographic_Predictions,"['Mohammed Saqr', 'Ahmed Tlili', 'Sonsoles López-Pernas']"
ai-and-sociology,PB:396899781,Explainable Artificial Intelligence in Education: A Tutorial for Identifying the Variables that Matter,https://www.researchgate.net/publication/396899781_Explainable_Artificial_Intelligence_in_Education_A_Tutorial_for_Identifying_the_Variables_that_Matter,"['Mohammed Saqr', 'Sonsoles López-Pernas']"
